Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope [N/m]	Contact Point Offset [m]	Adhesion [N]	Minimum Value [N]	Minimum Position [m]	Filter Group	Area [J]	Lower Bound [m]	Upper Bound [m]	Fitted Segment Count
force-save-2023.07.02-17.16.27.342.jpk-force	38	-4.20000e-06	-1.80000e-06	5.99237e-10	-1.70177e-05	3.97568e-06	2.75640e-11	-2.75640e-11	3.84520e-06	0	3.04444e-18	3.34100e-06	3.57612e-06	0
force-save-2023.07.02-17.17.15.993.jpk-force	39	-5.40000e-06	-1.80000e-06	4.67965e-10	-1.53734e-05	2.10573e-06	4.62912e-11	-4.62912e-11	3.94919e-06	0	1.05828e-17	3.47714e-06	4.06206e-06	1
force-save-2023.07.02-17.17.25.692.jpk-force	39	-5.40000e-06	-1.80000e-06	3.78890e-10	-1.17153e-05	2.57035e-06	2.94912e-11	-2.94912e-11	4.66071e-06	0	3.04757e-18	4.51812e-06	4.82003e-06	0
force-save-2023.07.02-17.17.54.611.jpk-force	40	-5.40000e-06	-6.00000e-07	2.99103e-10	-2.00690e-05	2.18156e-06	4.17154e-11	-4.17154e-11	1.51703e-06	0	1.31944e-17	1.29433e-06	1.92130e-06	1
force-save-2023.07.02-17.19.42.043.jpk-force	40	-5.40000e-06	-6.00000e-07	5.24678e-09	-1.40024e-05	6.35775e-06	3.58254e-11	-3.58254e-11	3.84089e-07	0	1.20884e-18	3.84397e-07	4.65154e-07	0
force-save-2023.07.02-17.19.49.147.jpk-force	40	-5.40000e-06	-6.00000e-07	5.23660e-09	-1.72420e-05	5.97396e-06	3.01869e-11	-3.01869e-11	1.44729e-06	0	7.68076e-19	3.59463e-06	3.67903e-06	0
force-save-2023.07.02-17.19.56.139.jpk-force	40	-5.40000e-06	-6.00000e-07	5.26420e-09	-1.99574e-05	5.60800e-06	2.89432e-10	-2.89432e-10	2.13901e-06	0	8.13128e-17	1.26058e-06	2.19578e-06	3
force-save-2023.07.02-17.19.59.711.jpk-force	41	-4.20000e-06	-6.00000e-07	5.20561e-09	-1.49784e-05	5.50931e-06	3.34720e-11	-3.34720e-11	2.25491e-07	1	1.96068e-18	3.50012e-06	3.68695e-06	0
force-save-2023.07.02-17.20.10.100.jpk-force	41	-4.20000e-06	-6.00000e-07	5.23097e-09	-1.86977e-05	5.36825e-06	3.15826e-11	-3.15826e-11	3.39811e-07	0	7.71948e-19	2.73901e-06	2.81605e-06	0
force-save-2023.07.02-17.20.17.137.jpk-force	41	-4.20000e-06	-6.00000e-07	5.16627e-09	-1.54212e-05	5.17932e-06	1.32108e-10	-1.32108e-10	9.62047e-07	0	1.67116e-17	6.22234e-07	9.82090e-07	1
force-save-2023.07.02-17.20.24.278.jpk-force	41	-4.20000e-06	-6.00000e-07	5.01243e-09	8.50485e-07	4.89949e-06	9.41310e-10	-9.41310e-10	3.05197e-06	0	4.22816e-16	1.44065e-06	3.08388e-06	7
force-save-2023.07.02-17.20.27.842.jpk-force	42	-3.00000e-06	-6.00000e-07	5.14401e-09	-1.89554e-05	4.47437e-06	2.87745e-11	-2.87745e-11	4.29824e-07	0	9.79940e-19	3.73094e-06	3.81534e-06	0
force-save-2023.07.02-17.20.38.296.jpk-force	42	-3.00000e-06	-6.00000e-07	5.08260e-09	-1.41508e-05	4.53138e-06	2.85549e-11	-2.85549e-11	2.61341e-06	0	1.26806e-18	2.15356e-06	2.26332e-06	0
force-save-2023.07.02-17.20.52.861.jpk-force	42	-3.00000e-06	-6.00000e-07	4.91727e-09	1.89369e-06	2.67037e-06	4.09945e-11	-4.09945e-11	9.22919e-07	0	1.15015e-18	3.74029e-06	3.86355e-06	0
force-save-2023.07.02-17.21.06.744.jpk-force	43	-1.80000e-06	-6.00000e-07	4.90049e-09	-9.72680e-06	2.17709e-06	3.00199e-10	-3.00199e-10	2.44009e-06	0	7.50554e-17	1.96531e-08	1.31461e-06	1
force-save-2023.07.02-17.21.13.599.jpk-force	43	-1.80000e-06	-6.00000e-07	4.77979e-09	2.58065e-06	2.30745e-06	9.80742e-11	-9.80742e-11	1.80388e-07	1	4.33346e-17	4.16342e-08	1.09514e-06	0
force-save-2023.07.02-17.21.20.446.jpk-force	43	-1.80000e-06	-6.00000e-07	4.84434e-09	-9.49222e-06	2.36189e-06	1.37908e-10	-1.37908e-10	2.90025e-07	1	8.16091e-17	1.01838e-08	1.37403e-06	0
force-save-2023.07.02-17.21.24.043.jpk-force	44	-6.00000e-07	-6.00000e-07	4.81781e-09	-1.10371e-05	2.50299e-06	1.59363e-10	-1.59363e-10	1.65063e-07	1	1.05856e-16	3.89623e-08	1.75032e-06	0
force-save-2023.07.02-17.21.35.046.jpk-force	44	-6.00000e-07	-6.00000e-07	4.71029e-09	8.88517e-06	1.17116e-06	1.37220e-10	-1.37220e-10	2.67705e-07	1	6.23617e-17	7.56817e-09	9.90872e-07	0
force-save-2023.07.02-17.21.43.087.jpk-force	44	-6.00000e-07	-6.00000e-07	4.79463e-09	-1.80834e-05	-6.33605e-07	1.51862e-10	-1.51862e-10	2.64878e-07	1	7.82450e-17	1.25364e-08	1.18039e-06	0
force-save-2023.07.02-17.23.17.774.jpk-force	45	6.00000e-07	-6.00000e-07	4.44282e-09	-1.65407e-05	9.38164e-06	2.21675e-11	-2.21675e-11	7.46207e-07	0	1.22218e-18	6.66861e-07	7.80629e-07	0
force-save-2023.07.02-17.23.24.484.jpk-force	45	6.00000e-07	-6.00000e-07	4.34462e-09	-1.03177e-05	9.90338e-06	2.06522e-11	-2.06522e-11	2.03323e-06	0	7.17172e-19	2.07830e-06	2.17486e-06	0
force-save-2023.07.02-17.23.31.183.jpk-force	45	6.00000e-07	-6.00000e-07	4.35535e-09	-1.28979e-05	1.00693e-05	2.51487e-11	-2.51487e-11	2.41618e-06	0	8.03613e-19	2.35958e-06	2.45007e-06	0
force-save-2023.07.02-17.23.37.885.jpk-force	45	6.00000e-07	-6.00000e-07	4.30521e-09	-1.04178e-05	1.03646e-05	2.70276e-11	-2.70276e-11	2.87649e-06	0	2.37438e-18	2.79148e-06	2.98170e-06	0
force-save-2023.07.02-17.23.41.463.jpk-force	46	1.80000e-06	-6.00000e-07	4.31909e-09	-1.62405e-05	1.08072e-05	2.20819e-11	-2.20819e-11	1.76700e-06	0	7.48023e-19	1.13755e-06	1.23309e-06	0
force-save-2023.07.02-17.23.51.333.jpk-force	46	1.80000e-06	-6.00000e-07	4.25300e-09	-1.19445e-05	1.07360e-05	2.83564e-11	-2.83564e-11	1.09056e-06	0	2.21573e-18	6.39058e-07	8.24405e-07	0
force-save-2023.07.02-17.23.58.017.jpk-force	46	1.80000e-06	-6.00000e-07	4.35438e-09	-1.67278e-05	1.13576e-05	2.28821e-11	-2.28821e-11	3.00276e-06	0	8.13128e-19	2.48634e-06	2.60987e-06	0
force-save-2023.07.02-17.24.11.450.jpk-force	46	1.80000e-06	-6.00000e-07	4.25710e-09	-1.70119e-05	1.19944e-05	1.98176e-11	-1.98176e-11	1.24997e-06	0	2.13779e-19	3.66786e-06	3.71296e-06	0
force-save-2023.07.02-17.24.24.705.jpk-force	47	3.00000e-06	-6.00000e-07	4.23431e-09	-1.92146e-05	1.26373e-05	1.82096e-11	-1.82096e-11	1.88810e-06	0	2.19900e-19	2.79941e-06	2.83629e-06	0
force-save-2023.07.02-17.24.31.089.jpk-force	47	3.00000e-06	-6.00000e-07	4.22817e-09	-2.03127e-05	1.27677e-05	2.13802e-11	-2.13802e-11	2.19193e-06	0	4.46279e-19	1.04754e-06	1.10519e-06	0
force-save-2023.07.02-17.24.37.288.jpk-force	47	3.00000e-06	-6.00000e-07	4.30535e-09	-2.54401e-05	1.31803e-05	2.28477e-11	-2.28477e-11	2.56132e-06	0	3.19458e-19	1.73027e-06	1.78360e-06	0
force-save-2023.07.02-17.24.43.360.jpk-force	47	3.00000e-06	-6.00000e-07	4.12528e-09	-1.56838e-05	1.32655e-05	2.12927e-11	-2.12927e-11	1.72641e-06	0	3.06182e-19	1.70849e-06	1.74266e-06	0
force-save-2023.07.02-17.24.46.911.jpk-force	48	4.20000e-06	-6.00000e-07	4.06532e-09	-1.49877e-05	1.37449e-05	2.01950e-11	-2.01950e-11	3.80947e-07	0	1.11080e-19	1.67922e-06	1.70248e-06	0
force-save-2023.07.02-17.24.54.996.jpk-force	48	4.20000e-06	-6.00000e-07	4.05938e-09	-1.58043e-05	1.41347e-05	2.49514e-11	-2.49514e-11	8.21461e-07	0	3.00714e-19	1.40407e-06	1.44806e-06	0
force-save-2023.07.02-17.25.06.019.jpk-force	48	4.20000e-06	-6.00000e-07	4.24113e-09	-3.00152e-05	1.44828e-05	2.26649e-11	-2.26649e-11	4.61658e-07	0	1.67872e-19	4.24035e-07	4.47499e-07	0
force-save-2023.07.02-17.25.11.321.jpk-force	48	4.20000e-06	-6.00000e-07	4.21948e-09	-2.95461e-05	1.45317e-05	2.37295e-11	-2.37295e-11	4.37664e-07	0	9.97320e-20	5.64107e-07	5.79231e-07	0
force-save-2023.07.02-17.25.14.873.jpk-force	49	5.40000e-06	-6.00000e-07	4.68141e-09	-5.99286e-05	1.47747e-05	2.57909e-11	-2.57909e-11	7.53876e-07	0	6.23030e-19	7.06089e-07	7.67122e-07	0
force-save-2023.07.02-17.25.21.397.jpk-force	49	5.40000e-06	-6.00000e-07	4.65005e-09	-5.94517e-05	1.49939e-05	2.65874e-11	-2.65874e-11	3.83708e-07	0	9.78277e-20	4.06003e-07	4.20032e-07	0
force-save-2023.07.02-17.25.26.216.jpk-force	49	5.40000e-06	-6.00000e-07	5.18880e-09	-9.52341e-05	1.50655e-05	2.59651e-11	-2.59651e-11	6.99268e-07	0	1.56819e-19	6.84637e-07	7.01828e-07	0
force-save-2023.07.02-17.26.00.793.jpk-force	50	5.40000e-06	6.00000e-07	3.78381e-09	-1.40533e-05	1.01497e-05	2.81264e-11	-2.81264e-11	2.77416e-06	0	2.11833e-18	2.62518e-06	2.82641e-06	0
force-save-2023.07.02-17.26.14.332.jpk-force	50	5.40000e-06	6.00000e-07	3.75925e-09	-1.59914e-05	1.04025e-05	2.91725e-11	-2.91725e-11	1.70909e-06	0	2.21655e-18	1.60126e-06	1.77756e-06	0
force-save-2023.07.02-17.26.23.071.jpk-force	50	5.40000e-06	6.00000e-07	3.76150e-09	-1.88547e-05	1.09872e-05	2.69421e-11	-2.69421e-11	8.03692e-07	0	1.12498e-18	4.37129e-06	4.49945e-06	0
force-save-2023.07.02-17.26.31.601.jpk-force	50	5.40000e-06	6.00000e-07	3.73851e-09	-1.99830e-05	1.14481e-05	2.45273e-11	-2.45273e-11	3.62816e-06	0	1.37036e-18	3.96408e-06	4.12796e-06	0
force-save-2023.07.02-17.26.39.867.jpk-force	50	5.40000e-06	6.00000e-07	3.69758e-09	-1.89644e-05	1.20857e-05	2.60832e-11	-2.60832e-11	2.40494e-06	0	1.26368e-18	2.27940e-06	2.42376e-06	0
force-save-2023.07.02-17.26.44.753.jpk-force	51	4.20000e-06	6.00000e-07	3.56219e-09	-1.19980e-05	1.20788e-05	2.41582e-11	-2.41582e-11	1.94240e-06	0	3.49501e-19	1.27105e-06	1.31783e-06	0
force-save-2023.07.02-17.26.56.120.jpk-force	51	4.20000e-06	6.00000e-07	3.57998e-09	-1.55732e-05	1.27730e-05	2.38040e-11	-2.38040e-11	2.65757e-06	0	3.72837e-19	3.12119e-06	3.17638e-06	0
force-save-2023.07.02-17.27.03.570.jpk-force	51	4.20000e-06	6.00000e-07	3.58484e-09	-1.70988e-05	1.33088e-05	2.80737e-11	-2.80737e-11	1.37473e-06	0	3.59858e-19	1.17044e-06	1.20902e-06	0
force-save-2023.07.02-17.28.57.671.jpk-force	53	1.80000e-06	6.00000e-07	3.14564e-09	-1.80678e-05	1.07881e-05	3.14882e-11	-3.14882e-11	8.54764e-07	0	1.02758e-18	5.07415e-06	5.16705e-06	0
force-save-2023.07.02-17.29.06.127.jpk-force	53	1.80000e-06	6.00000e-07	3.15803e-09	-1.95330e-05	1.13123e-05	3.33730e-11	-3.33730e-11	1.40469e-06	0	4.43570e-19	1.01854e-06	1.06094e-06	0
force-save-2023.07.02-17.29.14.469.jpk-force	53	1.80000e-06	6.00000e-07	3.07150e-09	-1.56921e-05	1.18382e-05	3.99827e-11	-3.99827e-11	3.00469e-06	0	1.52982e-18	2.62309e-06	2.77272e-06	0
force-save-2023.07.02-17.29.19.354.jpk-force	54	6.00000e-07	6.00000e-07	3.02807e-09	-1.50636e-05	1.23454e-05	3.10095e-11	-3.10095e-11	9.98213e-07	0	1.87304e-19	2.97084e-06	2.99389e-06	0
force-save-2023.07.02-17.29.30.366.jpk-force	54	6.00000e-07	6.00000e-07	3.06946e-09	-1.95562e-05	1.24554e-05	2.88773e-11	-2.88773e-11	1.15581e-06	0	3.22934e-19	5.58926e-07	5.91160e-07	0
force-save-2023.07.02-17.29.38.039.jpk-force	54	6.00000e-07	6.00000e-07	3.04013e-09	-1.96987e-05	1.28027e-05	5.49988e-10	-5.49988e-10	2.34017e-06	0	2.19634e-16	9.95342e-07	2.38057e-06	4
force-save-2023.07.02-17.29.52.669.jpk-force	54	6.00000e-07	6.00000e-07	2.97091e-09	-1.84452e-05	1.38379e-05	3.18401e-11	-3.18401e-11	6.87896e-07	0	1.81874e-19	1.88471e-06	1.90720e-06	0
force-save-2023.07.02-17.29.57.552.jpk-force	55	-6.00000e-07	6.00000e-07	3.13743e-09	-3.06476e-05	1.40323e-05	3.06454e-11	-3.06454e-11	7.45695e-07	0	1.51216e-19	1.62826e-06	1.64549e-06	0
force-save-2023.07.02-17.31.15.216.jpk-force	56	-1.80000e-06	6.00000e-07	2.58454e-09	-1.19924e-05	8.48514e-06	5.06330e-11	-5.06330e-11	3.07994e-07	0	1.56429e-18	2.48822e-07	3.51998e-07	0
force-save-2023.07.02-17.31.21.901.jpk-force	56	-1.80000e-06	6.00000e-07	2.50931e-09	-7.43226e-06	8.87534e-06	4.14404e-11	-4.14404e-11	2.50239e-07	1	6.94076e-19	4.19171e-06	4.27123e-06	0
force-save-2023.07.02-17.31.51.894.jpk-force	56	-1.80000e-06	6.00000e-07	2.55411e-09	-1.91350e-05	9.45432e-06	1.01144e-10	-1.01144e-10	2.51520e-06	0	2.57017e-17	2.00882e-06	2.87027e-06	2
force-save-2023.07.02-17.32.03.478.jpk-force	56	-1.80000e-06	6.00000e-07	2.45323e-09	-1.20633e-05	9.67810e-06	3.36449e-11	-3.36449e-11	3.40162e-07	0	7.12113e-18	3.13772e-06	3.63363e-06	0
force-save-2023.07.02-17.32.10.135.jpk-force	56	-1.80000e-06	6.00000e-07	2.54872e-09	-2.03550e-05	9.62704e-06	1.36824e-10	-1.36824e-10	2.74500e-06	0	3.00156e-17	2.06211e-06	2.75644e-06	1
force-save-2023.07.02-17.32.16.871.jpk-force	56	-1.80000e-06	6.00000e-07	2.44895e-09	-1.70163e-05	1.04399e-05	4.24382e-11	-4.24382e-11	2.63318e-06	0	3.81877e-18	2.44950e-06	2.67006e-06	1
force-save-2023.07.02-17.32.23.561.jpk-force	56	-1.80000e-06	6.00000e-07	2.51731e-09	-2.21433e-05	1.06153e-05	3.08529e-11	-3.08529e-11	3.67308e-06	0	3.82358e-18	3.43945e-06	3.69961e-06	0
force-save-2023.07.02-17.32.43.838.jpk-force	57	-3.00000e-06	6.00000e-07	2.49102e-09	-2.85554e-05	1.10542e-05	2.61064e-11	-2.61064e-11	7.24839e-07	0	1.21470e-18	3.94788e-06	4.05273e-06	0
force-save-2023.07.02-17.33.10.792.jpk-force	58	-4.20000e-06	6.00000e-07	2.27623e-09	-1.67610e-05	1.23324e-05	2.19639e-11	-2.19639e-11	2.82872e-06	0	1.21073e-18	3.24256e-06	3.40239e-06	0
force-save-2023.07.02-17.33.17.480.jpk-force	58	-4.20000e-06	6.00000e-07	2.31889e-09	-2.09645e-05	1.22021e-05	2.33734e-11	-2.33734e-11	3.96429e-07	0	8.34510e-19	6.66778e-07	7.64914e-07	0
force-save-2023.07.02-17.33.24.082.jpk-force	58	-4.20000e-06	6.00000e-07	2.27400e-09	-1.86688e-05	1.23845e-05	2.40295e-11	-2.40295e-11	7.39930e-07	0	9.97180e-19	3.41358e-06	3.55436e-06	0
force-save-2023.07.02-17.33.30.614.jpk-force	58	-4.20000e-06	6.00000e-07	2.24573e-09	-1.86605e-05	1.25242e-05	2.28316e-11	-2.28316e-11	1.79888e-06	0	4.76747e-19	1.72031e-06	1.78113e-06	0
force-save-2023.07.02-17.33.34.167.jpk-force	59	-5.40000e-06	6.00000e-07	2.25073e-09	-2.04061e-05	1.26613e-05	3.54407e-11	-3.54407e-11	3.02862e-07	0	7.76487e-19	2.44329e-07	3.12938e-07	0
force-save-2023.07.02-17.33.43.413.jpk-force	59	-5.40000e-06	6.00000e-07	2.17703e-09	-1.71688e-05	1.29852e-05	2.63215e-11	-2.63215e-11	6.80690e-07	0	7.27762e-19	2.48495e-06	2.57228e-06	0
force-save-2023.07.02-17.33.49.650.jpk-force	59	-5.40000e-06	6.00000e-07	2.20944e-09	-2.10967e-05	1.33135e-05	2.61209e-11	-2.61209e-11	8.17845e-07	0	1.13252e-18	1.77911e-06	1.91118e-06	0
force-save-2023.07.02-17.34.01.795.jpk-force	59	-5.40000e-06	6.00000e-07	2.05871e-09	-1.24371e-05	1.36838e-05	2.93759e-11	-2.93759e-11	8.07630e-07	0	6.23102e-19	2.07653e-06	2.14622e-06	0
force-save-2023.07.02-17.36.19.709.jpk-force	61	-4.20000e-06	1.80000e-06	1.72880e-09	-2.00993e-05	1.24274e-05	2.17151e-11	-2.17151e-11	1.15482e-06	0	1.96366e-18	1.12306e-06	1.32504e-06	0
force-save-2023.07.02-17.36.26.040.jpk-force	61	-4.20000e-06	1.80000e-06	1.80317e-09	-2.65363e-05	1.30214e-05	2.29210e-11	-2.29210e-11	1.41896e-06	0	7.60711e-19	1.37543e-06	1.45274e-06	0
force-save-2023.07.02-17.36.31.939.jpk-force	61	-4.20000e-06	1.80000e-06	1.73335e-09	-1.90668e-05	1.36446e-05	1.93800e-11	-1.93800e-11	1.44007e-06	0	5.46031e-19	1.41420e-06	1.48901e-06	0
force-save-2023.07.02-17.37.02.067.jpk-force	62	-3.00000e-06	1.80000e-06	1.57553e-09	-2.15954e-05	1.16163e-05	3.95144e-11	-3.95144e-11	1.73520e-06	0	4.58022e-18	1.51277e-06	1.79497e-06	0
force-save-2023.07.02-17.38.58.774.jpk-force	62	-3.00000e-06	1.80000e-06	4.16743e-09	-2.09947e-05	7.95242e-06	2.98852e-11	-2.98852e-11	3.84375e-06	0	2.40258e-18	3.72483e-06	3.89482e-06	0
force-save-2023.07.02-17.39.16.433.jpk-force	62	-3.00000e-06	1.80000e-06	4.06063e-09	-1.06947e-05	1.08614e-06	2.53130e-11	-2.53130e-11	2.13165e-06	0	1.96938e-18	2.13648e-06	2.36696e-06	0
force-save-2023.07.02-17.39.20.004.jpk-force	63	-1.80000e-06	1.80000e-06	4.08159e-09	-1.62595e-05	3.85307e-07	2.76555e-11	-2.76555e-11	1.66774e-06	0	2.07883e-18	1.56747e-06	1.74428e-06	0
force-save-2023.07.02-17.40.07.186.jpk-force	64	-6.00000e-07	1.80000e-06	3.98077e-09	-1.63438e-05	7.55443e-06	2.42642e-11	-2.42642e-11	2.82974e-07	1	1.20228e-18	1.61815e-06	1.73620e-06	0
force-save-2023.07.02-17.40.19.961.jpk-force	64	-6.00000e-07	1.80000e-06	3.90094e-09	-1.21736e-05	7.42897e-06	2.70268e-11	-2.70268e-11	4.73264e-07	0	1.17335e-18	3.89309e-07	4.81165e-07	0
force-save-2023.07.02-17.40.27.027.jpk-force	64	-6.00000e-07	1.80000e-06	3.83263e-09	-1.16249e-05	7.16516e-06	2.21967e-11	-2.21967e-11	9.67613e-07	0	4.14402e-19	5.67927e-07	6.31229e-07	0
force-save-2023.07.02-17.40.41.144.jpk-force	64	-6.00000e-07	1.80000e-06	3.78668e-09	-5.95662e-06	6.41904e-06	2.86397e-11	-2.86397e-11	4.67063e-07	0	1.70313e-18	3.44714e-06	3.63663e-06	0
force-save-2023.07.02-17.40.44.692.jpk-force	65	6.00000e-07	1.80000e-06	3.80919e-09	-1.24843e-05	6.10295e-06	2.60303e-11	-2.60303e-11	7.05505e-07	0	9.78603e-19	6.96255e-07	7.94615e-07	0
force-save-2023.07.02-17.40.55.224.jpk-force	65	6.00000e-07	1.80000e-06	3.77259e-09	-1.39026e-05	5.81570e-06	2.32002e-11	-2.32002e-11	9.91503e-07	0	6.93966e-19	3.17084e-06	3.25779e-06	0
force-save-2023.07.02-17.41.02.214.jpk-force	65	6.00000e-07	1.80000e-06	3.73644e-09	-1.00028e-05	5.46448e-06	3.40349e-11	-3.40349e-11	7.44429e-07	0	2.83875e-18	3.76402e-07	6.06429e-07	0
force-save-2023.07.02-17.41.09.239.jpk-force	65	6.00000e-07	1.80000e-06	3.78515e-09	-2.09670e-05	5.22702e-06	2.35312e-11	-2.35312e-11	3.48717e-07	0	1.62960e-19	2.48925e-06	2.51525e-06	0
force-save-2023.07.02-17.41.16.299.jpk-force	65	6.00000e-07	1.80000e-06	3.67484e-09	-1.00756e-05	5.25089e-06	3.78723e-11	-3.78723e-11	1.31811e-06	0	2.68464e-18	1.16418e-06	1.32680e-06	0
force-save-2023.07.02-17.41.19.866.jpk-force	66	1.80000e-06	1.80000e-06	3.72554e-09	-2.26061e-05	5.01067e-06	2.56583e-11	-2.56583e-11	2.99819e-06	0	2.21747e-18	2.91798e-06	3.09630e-06	0
force-save-2023.07.02-17.41.30.177.jpk-force	66	1.80000e-06	1.80000e-06	3.66179e-09	-1.59629e-05	4.88279e-06	2.66753e-11	-2.66753e-11	6.00069e-07	0	1.13567e-18	2.80301e-06	2.95118e-06	0
force-save-2023.07.02-17.41.37.302.jpk-force	66	1.80000e-06	1.80000e-06	3.66774e-09	-2.24569e-05	4.64669e-06	2.70504e-11	-2.70504e-11	6.76692e-07	0	1.68484e-18	2.26429e-06	2.42345e-06	0
force-save-2023.07.02-17.41.44.387.jpk-force	66	1.80000e-06	1.80000e-06	3.55054e-09	-1.26434e-05	4.12514e-06	2.78982e-11	-2.78982e-11	3.19552e-06	0	1.68723e-18	3.16952e-06	3.32531e-06	0
force-save-2023.07.02-17.41.51.359.jpk-force	66	1.80000e-06	1.80000e-06	3.70193e-09	-3.44829e-05	3.90197e-06	2.67769e-11	-2.67769e-11	3.39621e-07	0	1.47739e-18	3.09332e-06	3.24491e-06	0
force-save-2023.07.02-17.42.10.070.jpk-force	67	3.00000e-06	1.80000e-06	3.48243e-09	-1.58883e-05	7.93806e-06	2.11083e-11	-2.11083e-11	1.13516e-06	0	3.95282e-19	1.95561e-06	2.01341e-06	0
force-save-2023.07.02-17.42.22.617.jpk-force	67	3.00000e-06	1.80000e-06	3.47713e-09	-1.95568e-05	7.63690e-06	8.09170e-11	-8.09170e-11	8.42525e-07	0	1.71631e-17	4.54428e-07	1.03152e-06	1
force-save-2023.07.02-17.42.29.558.jpk-force	67	3.00000e-06	1.80000e-06	3.39583e-09	-1.36813e-05	7.75615e-06	2.98823e-11	-2.98823e-11	4.60321e-07	0	1.39928e-18	3.49409e-06	3.63484e-06	0
force-save-2023.07.02-17.42.36.478.jpk-force	67	3.00000e-06	1.80000e-06	3.37016e-09	-1.37906e-05	7.63866e-06	2.81822e-11	-2.81822e-11	3.68102e-06	0	9.56963e-19	3.21695e-06	3.32263e-06	0
force-save-2023.07.02-17.42.46.985.jpk-force	68	4.20000e-06	1.80000e-06	3.41016e-09	-2.35334e-05	7.37095e-06	3.00160e-11	-3.00160e-11	4.38674e-07	0	2.47994e-18	1.06189e-06	1.24015e-06	0
force-save-2023.07.02-17.42.57.217.jpk-force	68	4.20000e-06	1.80000e-06	3.27691e-09	-1.36015e-05	7.37236e-06	2.98224e-11	-2.98224e-11	1.03016e-06	0	2.06015e-18	9.57663e-07	1.13339e-06	0
force-save-2023.07.02-17.43.04.135.jpk-force	68	4.20000e-06	1.80000e-06	3.31332e-09	-2.17751e-05	7.32625e-06	3.00332e-11	-3.00332e-11	8.55569e-07	0	1.02277e-18	2.95013e-06	3.05544e-06	0
force-save-2023.07.02-17.43.11.043.jpk-force	68	4.20000e-06	1.80000e-06	3.23278e-09	-1.65801e-05	7.25396e-06	3.11867e-11	-3.11867e-11	2.49320e-06	0	1.77308e-18	2.40463e-06	2.52921e-06	0
force-save-2023.07.02-17.43.21.538.jpk-force	69	5.40000e-06	1.80000e-06	3.13341e-09	-1.40195e-05	7.21636e-06	2.49217e-11	-2.49217e-11	2.01299e-06	0	1.08607e-18	1.24244e-06	1.34257e-06	0
force-save-2023.07.02-17.43.31.825.jpk-force	69	5.40000e-06	1.80000e-06	3.22778e-09	-2.58551e-05	7.23036e-06	3.49622e-11	-3.49622e-11	3.66485e-06	0	8.95390e-18	3.17164e-06	3.68386e-06	0
force-save-2023.07.02-17.43.38.730.jpk-force	69	5.40000e-06	1.80000e-06	3.13141e-09	-1.92608e-05	7.13114e-06	2.51866e-11	-2.51866e-11	5.08598e-07	0	2.69689e-19	5.72199e-07	6.09461e-07	0
force-save-2023.07.02-17.43.45.618.jpk-force	69	5.40000e-06	1.80000e-06	3.13936e-09	-2.24087e-05	6.98444e-06	2.81793e-11	-2.81793e-11	3.77422e-06	0	1.42791e-18	3.66707e-06	3.80382e-06	0
force-save-2023.07.02-17.43.52.522.jpk-force	69	5.40000e-06	1.80000e-06	3.17732e-09	-2.84618e-05	7.04730e-06	4.14626e-10	-4.14626e-10	3.60523e-06	0	3.02202e-16	1.62124e-06	3.62694e-06	2
force-save-2023.07.02-17.43.56.089.jpk-force	70	5.40000e-06	3.00000e-06	3.10447e-09	-2.40580e-05	6.95629e-06	2.40242e-11	-2.40242e-11	3.12443e-06	0	1.99869e-18	2.99481e-06	3.20515e-06	0
force-save-2023.07.02-17.44.06.315.jpk-force	70	5.40000e-06	3.00000e-06	3.09282e-09	-2.34292e-05	6.82032e-06	3.55834e-11	-3.55834e-11	3.94204e-06	0	3.16079e-18	3.73026e-06	3.94978e-06	0
force-save-2023.07.02-17.44.27.029.jpk-force	70	5.40000e-06	3.00000e-06	2.97775e-09	-2.41904e-05	6.65269e-06	3.85439e-11	-3.85439e-11	5.96076e-07	0	4.49847e-18	4.84066e-07	7.71856e-07	0
force-save-2023.07.02-17.44.30.583.jpk-force	71	4.20000e-06	3.00000e-06	2.91036e-09	-1.83202e-05	6.80649e-06	3.32995e-11	-3.32995e-11	4.30022e-07	0	2.07950e-18	3.38608e-06	3.57351e-06	0
force-save-2023.07.02-17.44.40.815.jpk-force	71	4.20000e-06	3.00000e-06	3.00672e-09	-3.17945e-05	6.59373e-06	5.21293e-11	-5.21293e-11	1.58113e-06	0	4.03141e-17	3.10087e-07	2.09741e-06	0
force-save-2023.07.02-17.44.47.715.jpk-force	71	4.20000e-06	3.00000e-06	2.85079e-09	-1.87561e-05	6.95195e-06	2.55083e-11	-2.55083e-11	3.32918e-06	0	1.79943e-18	3.29559e-06	3.44542e-06	0
force-save-2023.07.02-17.44.54.612.jpk-force	71	4.20000e-06	3.00000e-06	2.87894e-09	-2.23260e-05	6.66587e-06	2.93511e-11	-2.93511e-11	6.02903e-07	0	2.79482e-18	3.63748e-06	3.87362e-06	0
force-save-2023.07.02-17.45.01.518.jpk-force	71	4.20000e-06	3.00000e-06	2.83055e-09	-2.07344e-05	6.70506e-06	2.18919e-11	-2.18919e-11	1.75722e-06	0	2.88025e-19	1.75144e-06	1.78619e-06	0
